date,buy_and_hold,vol_target,regime_only,vol_and_regime,vol_and_regime_LOOKAHEAD
2023-09-01,1.0018650284896027,1.0,1.0,1.0,1.0
2023-09-05,0.9975349830881342,0.9951780152232717,0.9953015913674689,0.9953015913674689,0.9951815738099967
2023-09-06,0.9908293211598754,0.9884881973806294,0.9887143790744289,0.9887143790744289,0.988496713423992
2023-09-07,0.9877871055383856,0.9854531698824429,0.9857224417616699,0.9857224417616699,0.9854640424137739
2023-09-08,0.9892748376742929,0.9869373868164824,0.9871794806880401,0.9871794806880401,0.9869471932433561
2023-09-11,0.9957808786010999,0.9934280553206155,0.9935781479176863,0.9935781479176863,0.9934333626977261
2023-09-12,0.9903184517682109,0.9879785350671724,0.9881827287009537,0.9881827287009537,0.9879887722384554
2023-09-13,0.9914731305419359,0.9891304855749117,0.9893229211749573,0.9893229211749573,0.9891390261215952
2023-09-14,1.0000220863264468,0.9976592419534831,0.9977474900099887,0.9977474900099887,0.9976522209710614
2023-09-15,0.987973502879417,0.9856391268052931,0.985839174411136,0.985839174411136,0.9856684517215727
2023-09-18,0.9885528117476186,0.9862170668870267,0.9864091842922783,0.9864091842922783,0.9862427685711435
2023-09-19,0.9865027926893697,0.984171891597793,0.9844253443528926,0.9844253443528926,0.9842076336875727
2023-09-20,0.9774335421382139,0.9751240698009864,0.975562661618585,0.975562661618585,0.9752168953267826
2023-09-21,0.9612781680672376,0.9590068675216522,0.9596845844856413,0.9596845844856413,0.9592534885639582
2023-09-22,0.9591168029747048,0.9568506092856744,0.9575774365323996,0.9575774365323996,0.9571222418732587
2023-09-25,0.9631499490642891,0.9607038402971515,0.9608955391146227,0.9607523075409657,0.9609421153996158
2023-09-26,0.9489999993669528,0.9468243131649463,0.9481242479998213,0.9481957050104701,0.947171876568531
2023-09-27,0.9493787728316524,0.947194022283359,0.9484618819813505,0.9485259564026941,0.9475387343795953
2023-09-28,0.9548828401271416,0.9521518840944767,0.9528424236529515,0.9524749266476501,0.9524755711569577
2023-09-29,0.952565393638477,0.9499831788889695,0.9507401728559693,0.9505038356142295,0.9503129829363938
2023-10-02,0.9521865498351583,0.9496103865542969,0.9503685085677228,0.9501382208738665,0.9499408474932208
2023-10-03,0.939440558978194,0.937178866379909,0.9381714937461558,0.9382130028981821,0.9375408067987508
2023-10-04,0.946281482071284,0.9439926482073873,0.9448231767197703,0.9448547473810991,0.9443321462148379
2023-10-05,0.9459249356102697,0.9436308158074179,0.9444698801379875,0.9444957710844085,0.943971643397162
2023-10-06,0.9571557622698162,0.9544765002802592,0.9550484130898185,0.9547368785339402,0.9547963404730165
2023-10-09,0.9632837331181162,0.9605217665418193,0.9609545010420724,0.9605779321969867,0.9608289253562038
2023-10-10,0.9682973995601448,0.9655167316469631,0.9657357511304162,0.9653614953185403,0.9658143667479412
2023-10-11,0.9722637239614348,0.9694716659205909,0.9695672453533476,0.9691915047057085,0.9697610501323691
2023-10-12,0.9663364995324947,0.9635614627526716,0.9637714201982243,0.9633979256321311,0.9638673090758345
2023-10-13,0.9615231574781105,0.9587619432137788,0.9590358528781865,0.9586641935072696,0.9590895260004163
2023-10-16,0.9716398907472434,0.9688496241735691,0.9689643990398835,0.9685888920159206,0.9691023626810916
2023-10-17,0.9715954367398729,0.9688052978251513,0.9689204972503752,0.9685450072398654,0.9690565043162236
2023-10-18,0.9586487698021681,0.9558958099414775,0.9562694476553708,0.9558988603616049,0.9563557645708849
2023-10-19,0.950225579468889,0.9474968085558265,0.9479793023980136,0.9476119278206044,0.9481773189172809
2023-10-20,0.9385491576563486,0.9358539180235412,0.936908521657434,0.9365454373882477,0.9368837964973435
2023-10-23,0.9369224364087891,0.9342318682452833,0.9353806037339985,0.9350181115855474,0.9353137473001356
2023-10-24,0.9439863329249243,0.9408605891577864,0.9414738748919368,0.9407483457351627,0.9417268879128993
2023-10-25,0.9304380597767135,0.9278190013345641,0.928986235836765,0.92869761647572,0.9291528158687756
2023-10-26,0.919296422486385,0.916841436635206,0.9184748352590949,0.9183152308991115,0.9186316523673806
2023-10-27,0.9151294923429736,0.9130288981432337,0.9149968641330981,0.9151211819063393,0.9149714789384211
2023-10-30,0.9260705942298001,0.9225291267740386,0.9225821620178384,0.9217214235619497,0.9241422508623457
2023-10-31,0.9318864726244561,0.9276488596773594,0.9270597531085241,0.9256749385758059,0.929090531855894
2023-11-01,0.9418248974937723,0.9365996833775692,0.9344960043596251,0.9324076785679575,0.9377627905608581
2023-11-02,0.9598744202427237,0.9533424880729617,0.9494328989723716,0.9463104058106837,0.9539780336619266
2023-11-03,0.968631648678855,0.9616346326392154,0.9567159800049996,0.9532311534717419,0.9619998103148668
2023-11-06,0.9708599761369207,0.9637831188421903,0.9576373183945575,0.9541354599469011,0.9640955010401108
2023-11-07,0.9736230177785791,0.9665083191311801,0.959131007888432,0.9556146378544838,0.966776844018316
2023-11-08,0.9743361810392271,0.9672149792027035,0.9595595360673336,0.9560408802598132,0.9674737259847745
2023-11-09,0.96673750000088,0.9596718351981014,0.953263434709182,0.9497678663837571,0.9600130028100693
2023-11-10,0.9818233050274324,0.9746473815023041,0.9667281147820933,0.963183172162574,0.9748067021218846
2023-11-13,0.9808873090209779,0.9737182264780586,0.965892031354195,0.9623501546099013,0.9738895675527091
2023-11-14,0.9999173521223735,0.9926091833169096,0.9809071392837267,0.9773102029055792,0.9925480269833795
2023-11-15,1.0020340521916784,0.9947104129061951,0.9827060539588379,0.9791025210524597,0.9946214205074411
2023-11-16,1.0032598433094722,0.9959272449951351,0.9832340122096557,0.9796285433073381,0.9958271891228611
2023-11-17,1.0045075800764744,0.9971658623375182,0.9840445468045721,0.9804361057132945,0.9970602866831091
2023-11-20,1.01223990449141,1.0048416729496252,0.990358189059789,0.9867265961648423,1.0047213195029652
2023-11-21,1.010033874375649,1.0026517662069026,0.9883548234009006,0.9847305767454995,1.0025339190214193
2023-11-22,1.0139335881045024,1.0065229778138927,0.9919148210340599,0.9882775200491712,1.006401621112255
2023-11-24,1.0145573509800745,1.0071421817482886,0.9924888080204933,0.9888494022546428,1.0070203217836216
2023-11-27,1.0127303053448706,1.0053284895746375,0.9907370087238778,0.9871040267165716,1.0052075163652363
2023-11-28,1.0137329120237617,1.0063237684290447,0.9916983835976205,0.9880618762777562,1.006202297049796
2023-11-29,1.0130198894403522,1.0056159571657415,0.9910075037943359,0.9873735298954223,1.005494793394248
2023-11-30,1.0170085815225658,1.0095754968035175,0.9948716775909111,0.9912235339640552,1.0094525047689722
2023-12-01,1.0230251359979625,1.0155480776488535,1.0007076857577013,0.9970381417869824,1.015422143287157
2023-12-04,1.0176548527563003,1.0102170445875986,0.9954837736856819,0.9918333855337103,1.0100940148871
2023-12-05,1.0174543173527981,1.0100179748518112,0.9952885949804129,0.9916389225387844,1.0098950371301867
