Date,Close,High,Low,Open,Volume,logReturn,pctReturn,rollingVol_20d,rollingVol_60d,ewmaVol
2021-10-29,62227.96484375,62927.609375,60329.96484375,60624.87109375,36856881767,0.026144375505153635,0.02648913766352501,0.5219477630711801,0.6039016638066018,0.5528920635220614
2021-10-30,61888.83203125,62330.14453125,60918.38671875,62239.36328125,32157938616,-0.0054647503804892625,-0.005449845794435637,0.5224579590523306,0.6042418287387574,0.5364697493258727
2021-10-31,61318.95703125,62406.171875,60074.328125,61850.48828125,32241199927,-0.009250698649359285,-0.009208042570786446,0.5002259344630763,0.6015081273341136,0.5213690678001888
2021-11-01,61004.40625,62419.00390625,59695.18359375,61320.44921875,36150572843,-0.005142950065019365,-0.005129747739996526,0.4898825273839767,0.601650285354591,0.5058814936228853
2021-11-02,63226.40234375,64242.79296875,60673.0546875,60963.25390625,37746665647,0.0357758773484733,0.03642353446805324,0.49791003003088574,0.6049102445378992,0.509817036850982
2021-11-03,62970.046875,63516.9375,61184.23828125,63254.3359375,36124731509,-0.004062805617150114,-0.004054563588107407,0.4984436371305588,0.6050263898466655,0.49453835342537755
2021-11-04,61452.23046875,63123.2890625,60799.6640625,62941.8046875,32615846901,-0.02439903425460908,-0.024103783966732184,0.4400617860893797,0.6040833652597447,0.48876908930622176
2021-11-05,61125.67578125,62541.46875,60844.609375,61460.078125,30605102446,-0.005328129187967981,-0.005313959884109654,0.43850105486969715,0.6035983998014334,0.47433189897633043
2021-11-06,61527.48046875,61590.68359375,60163.78125,61068.875,29094934221,0.006551908440948538,0.006573419146120196,0.4373945603041729,0.5496240941517488,0.4605869833452602
2021-11-07,63326.98828125,63326.98828125,61432.48828125,61554.921875,24726754302,0.028827681539784322,0.029247220896912562,0.44863695409055765,0.5502234421337574,0.4604098170593295
2021-11-08,67566.828125,67673.7421875,63344.06640625,63344.06640625,41125608330,0.06480556096155835,0.06695154718111462,0.4888370470809008,0.5635815940111271,0.5126001852583043
2021-11-09,66971.828125,68530.3359375,66382.0625,67549.734375,42357991721,-0.008845099182201409,-0.008806096371717143,0.48182407178904113,0.5585342543328304,0.4981729999888863
2021-11-10,64995.23046875,68789.625,63208.11328125,66953.3359375,48730828378,-0.02995816542044536,-0.029513867421399387,0.44352845638499955,0.5635536185654493,0.496845883322259
2021-11-11,64949.9609375,65579.015625,64180.48828125,64978.890625,35880633236,-0.0006967481072823624,-0.0006965054346836919,0.4322663366939881,0.563077720929672,0.48171757492502315
2021-11-12,64155.94140625,65460.81640625,62333.9140625,64863.98046875,36084893887,-0.012300437518712916,-0.01222509636324598,0.4345964014123541,0.5609062194932569,0.4694852289593371
2021-11-13,64469.52734375,64915.67578125,63303.734375,64158.12109375,30474228777,0.00487596370827555,0.0048878705639170406,0.43312938444883364,0.5545677328724858,0.45557751890568254
2021-11-14,65466.83984375,65495.1796875,63647.80859375,64455.37109375,25122092191,0.015351084638069591,0.015469517787564335,0.42016288938815205,0.5537757274230697,0.44571396531603935
2021-11-15,63557.87109375,66281.5703125,63548.14453125,65521.2890625,30558763548,-0.029592905846716044,-0.02915932332393234,0.40296349650466073,0.5576946471671129,0.4471939987310272
2021-11-16,60161.24609375,63721.1953125,59016.3359375,63721.1953125,46844335592,-0.05492245425158357,-0.05344145330150951,0.4362588483516993,0.570136525658584,0.48331422592756845
2021-11-17,60368.01171875,60823.609375,58515.41015625,60139.62109375,39178392930,0.00343096492223367,0.003436857419438999,0.41697826779319785,0.5690166702732409,0.4687804047865338
2021-11-18,56942.13671875,60948.5,56550.79296875,60360.13671875,41388338699,-0.058423750403308876,-0.05674983989800575,0.45261772089884145,0.5809485147745128,0.5081135534093552
2021-11-19,58119.578125,58351.11328125,55705.1796875,56896.12890625,38702407772,0.02046697304630566,0.020677857806173483,0.46111794252064425,0.5422475279470639,0.4990213849047344
2021-11-20,59697.1953125,59859.87890625,57469.7265625,58115.08203125,30624264863,0.02678245961804076,0.027144333086984274,0.4723880372103672,0.5309790433709833,0.49490057607742544
2021-11-21,58730.4765625,60004.42578125,58618.9296875,59730.5078125,26123447605,-0.016326255638854346,-0.01619370466132397,0.47524139793015385,0.5169197205464562,0.48400534122282374
2021-11-22,56289.2890625,59266.359375,55679.83984375,58706.84765625,35036121783,-0.042454514477448545,-0.041565940596482776,0.47411391308620743,0.523256835491858,0.4974510763893963
2021-11-23,57569.07421875,57875.515625,55632.76171875,56304.5546875,37485803899,0.022481248103212805,0.022735855747423095,0.4846572467155767,0.5138106150817099,0.4901549403229935
2021-11-24,56280.42578125,57803.06640625,55964.22265625,57565.8515625,36635566789,-0.02263871996463873,-0.02238438701660228,0.4837372737948585,0.5166803225886022,0.48330728280588897
2021-11-25,57274.6796875,59367.96875,57146.68359375,57165.41796875,34284016248,0.01751183816078035,0.017666069374003168,0.4899079260019407,0.5171728596974884,0.47350558677807764
2021-11-26,53569.765625,59183.48046875,53569.765625,58960.28515625,41810748221,-0.06687380102128215,-0.06468677053655503,0.5374403591635003,0.5347758796197788,0.5276109550080658
2021-11-27,54815.078125,55329.2578125,53668.35546875,53736.4296875,30560857714,0.02298046960742265,0.02324655494514305,0.5326607926962522,0.5317327987433228,0.5192839518438079
2021-11-28,57248.45703125,57393.84375,53576.734375,54813.0234375,28116886357,0.043435386277887976,0.044392510044424904,0.49865217486897423,0.5373700403851693,0.531038944837706
2021-11-29,57806.56640625,58872.87890625,56792.52734375,57291.90625,32370840356,0.009701684218223901,0.009748898117819094,0.5027057072564128,0.5285317948544715,0.5162415656933641
2021-11-30,57005.42578125,59113.40234375,56057.28125,57830.11328125,36708594618,-0.013955922421075117,-0.013858989986877734,0.4963329601501055,0.4956947447498308,0.5034480326631385
2021-12-01,57229.828125,59041.68359375,56553.08203125,56907.96484375,36858195307,0.003928780734843055,0.003936508510805847,0.4973280625081319,0.4951397662466994,0.4883499854673348
2021-12-02,56477.81640625,57349.234375,55895.1328125,57217.37109375,32379968686,-0.013227302108743101,-0.013140205787574133,0.4974865712137175,0.49601902448548685,0.47625831646939015
2021-12-03,53598.24609375,57482.16796875,52496.5859375,56509.1640625,39789134215,-0.05233158566534184,-0.05098586481791345,0.5212081398441566,0.5074175399933285,0.5045990677979968
