Date,Close,High,Low,Open,Volume,logReturn,pctReturn,rollingVol_20d,rollingVol_60d,ewmaVol
2021-11-23,438.9866638183594,439.8399060268832,435.4799553727706,438.0771663973215,73206500,0.001325060848723171,0.0013259391297320011,0.06822983106004692,0.10962754964561193,0.08653216922383107
2021-11-24,440.15869140625,440.2805872370219,436.17378507370955,436.98951426235885,61858800,0.0026662901083742726,0.0026698478211073517,0.06484709077104246,0.10961557095764886,0.08453423548143138
2021-11-26,430.3417053222656,434.96418925297854,429.2165439866492,433.50149668510204,112669600,-0.022555767526365702,-0.022303288054179693,0.10235329551682679,0.11953074281980841,0.12004068476446021
2021-11-29,435.62060546875,437.4583425612124,432.9296261441328,435.1236653350825,86268800,0.012192136937427255,0.012266764018447285,0.11093068773506086,0.12186745954391755,0.12566917231240154
2021-11-30,427.1444091796875,435.0860934508205,426.9006175423312,433.18271599479897,148559600,-0.0196495427334328,-0.01945774874432693,0.13195776986700752,0.12865177912325723,0.14381612185549306
2021-12-01,422.4000244140625,435.68618205628803,422.2031311937479,432.8451797070104,131939200,-0.011169360663365067,-0.011107214945728527,0.13601803713119756,0.13051660441113846,0.14604239832925603
2021-12-02,428.86968994140625,430.43553635703284,422.22193180478286,422.61574691393747,127637800,0.015200329544886511,0.015316442124543528,0.14601698921293485,0.13413949006195558,0.15343453150925787
2021-12-03,425.13787841796875,431.58871344638754,420.9185665300391,430.5292213858788,137331600,-0.00873958361670468,-0.008701504468519028,0.14709870269626638,0.13509525647376183,0.15259258369073286
2021-12-06,430.1729431152344,432.04819294676213,425.2691545047344,427.6788574056175,98977500,0.011773785002133351,0.011843368828960088,0.15360600593139206,0.13605522315654284,0.1548657213275701
2021-12-07,439.0710754394531,439.6336562155435,430.0417412560462,435.44247092403845,95484700,0.020473981900624216,0.02068501161365499,0.17156993668294773,0.1420112286187944,0.16994837227511317
2021-12-08,440.2336120605469,440.6836822924531,437.71139890894136,439.4647814253452,72238800,0.0026442194952020727,0.002647718526961107,0.17137975855289284,0.1414542138942977,0.16509154964235323
2021-12-09,437.2613830566406,440.3367916207848,437.0644898372222,438.9490964511675,61272600,-0.0067743756654386166,-0.006751481310103724,0.17060278943054927,0.14149101957945695,0.1622152770926365
2021-12-10,441.3775329589844,441.52755637554407,437.4113979747184,439.9617388281514,77159800,0.009369446172129306,0.009413476839802648,0.17361896282240175,0.14250383088197444,0.16143822521658713
2021-12-13,437.46771240234375,441.2088270752524,437.18640772794674,440.86191039613635,87724700,-0.008897690172241186,-0.008858222869726262,0.17489972356150243,0.14222950492535716,0.16029845960046754
2021-12-14,434.4578857421875,436.6894377150197,431.5418858646757,434.2047373052017,97264100,-0.00690388863798133,-0.006880111548410839,0.17655395916419864,0.1383472012562247,0.15771662942616277
2021-12-15,441.2462463378906,441.4900093337228,432.00125072662127,434.5141069927306,116899300,0.015504087115252283,0.015624899025843408,0.18492699724856257,0.14138769667363127,0.164367147115626
2021-12-16,437.3551940917969,443.3747305871484,435.80808994562267,443.0934545318682,116568600,-0.00885743525132453,-0.008818323732807776,0.1875010375304249,0.14182660807332334,0.16303923575462723
2021-12-17,432.70050048828125,437.2827723193572,430.997439062657,434.28123782567144,135511600,-0.01069986218339587,-0.010642822278997932,0.19058687884113767,0.1419472610732004,0.16345619920630103
2021-12-20,428.0993957519531,428.4945657060667,424.4862697414786,427.62893618734074,107134800,-0.010690402208451279,-0.010633462940615956,0.19373971242023585,0.14382573165604504,0.16383784047049108
2021-12-21,435.7020568847656,435.8431890265247,429.3508520744213,431.5149548202637,69806300,0.0176032523009863,0.0177591026949675,0.20489927072694358,0.14785969910801577,0.17296696217602767
2021-12-22,440.05841064453125,440.17131633051764,435.25029960943573,435.44791327448115,58890200,0.009948815580284478,0.009998469575547064,0.2080736051615851,0.14226739495811924,0.17210193853548225
2021-12-23,442.7964782714844,444.2925360057626,440.95228510851217,441.05577241344565,56439700,0.00620277791996846,0.006222054983434644,0.2090236765040729,0.1426184207210527,0.16859319783475346
2021-12-27,449.06304931640625,449.11008378457836,444.12322414632985,444.17025861450196,56808600,0.014053052037738671,0.014152260355331459,0.1959171677490533,0.14203920742347018,0.17234926469526735
2021-12-28,448.69610595703125,450.5214913868531,447.93396375035627,449.4958929694086,47274600,-0.0008174650799241477,-0.0008171310463721548,0.19246659843784275,0.1405984136969396,0.1671290424366502
2021-12-29,449.2701416015625,450.28632177473304,447.8023098433288,448.7996819684215,54503000,0.0012785240520704615,0.0012793417123753148,0.17559259044353426,0.13727199363056272,0.16211386531500066
2021-12-30,448.0279846191406,450.7001910745442,447.5669435079559,449.6934008752194,55329000,-0.0027686623644968197,-0.002764833153598434,0.16932303895331619,0.13643518611165212,0.15754349633041442
2021-12-31,446.89892578125,448.68666632067624,446.6260799179109,447.5387725895835,65237400,-0.002523243906974769,-0.0025200632028609116,0.16391034544703187,0.13659599820643975,0.15305888229776016
2022-01-03,449.48651123046875,449.61825370387953,445.85457683489585,448.15981168840295,72668200,0.005773392850523855,0.0057900910025576735,0.15925864053119748,0.13609087028198955,0.1500845794414709
2022-01-04,449.3358459472656,451.6223008842784,447.48223441413006,450.9071932731494,71178700,-0.00033525041608294776,-0.0003351942259416374,0.15595974686562006,0.13597052288662761,0.14551823771170072
2022-01-05,440.707763671875,449.74059423041956,440.6136660037969,448.96903355258615,104538900,-0.019388606284241217,-0.01920185614660097,0.1581141662602208,0.14146891356498417,0.15996532445324863
2022-01-06,440.293701171875,443.0035528678846,437.9319849605687,440.2466667010779,86858900,-0.000939981480192078,-0.0009395398359904883,0.1578868008383125,0.14132993877257985,0.15513519984631358
2022-01-07,438.5529479980469,441.479221117935,437.1980222953608,440.3030723284207,85111600,-0.003961454371952517,-0.003953618162592321,0.15659486174470594,0.1416605711851411,0.15119588090645578
2022-01-10,438.0072326660156,438.22362566846715,429.62364055153137,435.36325245373706,119362000,-0.0012451293466737806,-0.0012443544947591256,0.15279067970366242,0.13801116664749416,0.14666977871018427
2022-01-11,441.9967041015625,442.0908017452963,434.7516162526011,437.74376052174716,74303100,0.009067002089883161,0.00910823186928722,0.15281998999180157,0.1383501936298357,0.14650708417813013
2022-01-12,443.19171142578125,445.2429369205549,441.2346123000405,443.72804221308974,67605400,0.0027000083354641914,0.0027036566407159235,0.15041977246575036,0.1383351647895919,0.14243135768534282
2022-01-13,437.085205078125,444.9418863252983,436.05960657182123,444.29264976490606,91173100,-0.013874280216096936,-0.013778475973774795,0.14897726829586083,0.14086716170651337,0.14825661672879265
2022-01-14,437.2639465332031,437.6120820227763,432.7287093594842,433.9425030975037,95890900,0.0004088560210498739,0.0004089396140649626,0.14565507051940166,0.14069360803956257,0.14374891459734496
2022-01-18,429.5201416015625,432.7851319574491,428.4098639787604,432.578128611285,109709100,-0.017868373618290887,-0.017709680830163332,0.15458176684785288,0.14556114505578496,0.15572867594176076
2022-01-19,425.06024169921875,432.45585270815616,424.78736709556773,431.06331069209193,109357600,-0.01043773173407603,-0.010383447643954491,0.1543604475476882,0.14715882244652342,0.15634449937710593
2022-01-20,420.3556213378906,431.6372325182061,418.2385532953383,426.9420552480534,122379700,-0.01112983356858949,-0.01106812611436192,0.14332193835684223,0.1484736269535278,0.15763866609670504
2022-01-21,412.1037292480469,421.58818048554997,412.0755028255823,419.2358828982697,202271200,-0.019825982805256617,-0.019630740427783455,0.1497924887863289,0.15375969895646818,0.1711787497618844
2022-01-24,413.85382080078125,414.3619251147175,395.901098425589,406.50524550753806,251783900,0.004237733940924351,0.004246725832662834,0.14829722026517292,0.15386538003118427,0.16677999085269418
2022-01-25,408.8011169433594,413.7409421509055,401.9135823339121,407.47441758472695,167997300,-0.012284050486545172,-0.01220890953149889,0.1362089139999651,0.1542845525482091,0.16860666541035038
2022-01-26,407.7754821777344,417.80568219701877,403.5225099061903,414.68182421507754,186391100,-0.0025120369750247316,-0.0025088844504480567,0.13570067936699354,0.15420567814894956,0.16376180064221332
2022-01-27,405.761962890625,415.50048178403745,404.07773829561154,412.36723366568094,149878300,-0.0049500447969365036,-0.0049378135153103075,0.13379931448214677,0.15432609681492512,0.1599354126333483
2022-01-28,415.8392028808594,415.886237349482,402.54401155859085,407.11686454826264,164457400,0.024531964639574452,0.024835349076203883,0.1702248750616841,0.16268372717088989,0.18205508356592706
2022-01-31,423.3289489746094,423.6770844746201,413.82565957531546,415.17116710249303,152251400,0.01785087997570703,0.01801115922179153,0.1867026008611611,0.16651427836752516,0.18966670096139757
2022-02-01,426.1893310546875,426.82914917104256,420.5343978995624,424.0534262540882,123155400,0.006734152653074755,0.00675687804249292,0.18731169948013413,0.16683633306530446,0.1857437052584116
2022-02-02,430.3293762207031,431.05387362428513,426.28340667304684,428.58867006151223,117361000,0.00966722004592607,0.009714098557489281,0.19225871143082196,0.1679382475570163,0.18396663384698747
2022-02-03,420.2144470214844,426.2080966836343,419.3770152968473,424.30745056905977,118024400,-0.02378573755897423,-0.023505086471324432,0.19803144867461087,0.17464530778812795,0.20091642554197742
2022-02-04,422.1904602050781,426.0293979401201,417.60815954090174,419.9792943228935,118454400,0.004691370600543963,0.004702392308498338,0.19957770826846424,0.1749148344528989,0.19564800253531642
2022-02-07,420.8354797363281,424.3450895509773,419.50878037886775,422.95254768054906,84472900,-0.003214566886624641,-0.003209405698299861,0.19950287361412003,0.17431232546973757,0.19009916901227267
