date,filtered,smoothed
2023-01-17,0.18266524764091654,0.1578948894041483
2023-01-18,0.14014276040518794,0.35017766861605826
2023-01-19,0.25469823974359057,0.53190896473673
2023-01-20,0.22022725814629254,0.9999484367395021
2023-01-21,0.9979680445912682,0.2796821492863005
2023-01-22,0.26545913169114804,0.1206715333426923
2023-01-23,0.1528032558359213,0.10440661184532223
2023-01-24,0.14837003622670145,0.12674751022515562
2023-01-25,0.17230361573987124,0.17378401823818992
2023-01-26,0.22480444328480317,0.09872402048887464
2023-01-27,0.14921537231874232,0.10333149596640787
2023-01-28,0.13572815406518526,0.20776342734089384
2023-01-29,0.13550998754100577,0.7054116682081543
2023-01-30,0.38714278512716777,0.8451251355099347
2023-01-31,0.6768578947571017,0.40131353116983626
2023-02-01,0.24575589631633724,0.3509259019711288
2023-02-02,0.28800037898020336,0.15423322966420538
2023-02-03,0.18065763842392032,0.08881783014249074
2023-02-04,0.14023129958159325,0.08805631011886414
2023-02-05,0.14071583063363835,0.13306330575515732
2023-02-06,0.1920608182262623,0.14762873405928403
2023-02-07,0.15771806744777442,0.3025832663016594
2023-02-08,0.23137663992173418,0.41638584364929393
2023-02-09,0.19134927939693028,0.937098772415066
2023-02-10,0.8558576916240358,0.291323330201323
2023-02-11,0.2582345442083269,0.1424880174744078
2023-02-12,0.16537338082987676,0.10376140314008182
2023-02-13,0.14163111890572405,0.1534990437646604
2023-02-14,0.13462823636720309,0.44253435026070537
2023-02-15,0.19673506342088615,0.999999976685586
2023-02-16,0.9999761262875301,0.8772904493422857
2023-02-17,0.5490346939164655,0.8842849471306503
2023-02-18,0.673600282636332,0.2793605712230614
2023-02-19,0.20947207702114926,0.1849686560579119
2023-02-20,0.1801378330545454,0.20787420727114098
2023-02-21,0.21977059035253743,0.16113029921950672
2023-02-22,0.2029328610264052,0.12952919600796045
2023-02-23,0.16579040405808723,0.17383270642145215
2023-02-24,0.15979536795151197,0.3902808492021337
2023-02-25,0.4174597864584753,0.15535149786644578
2023-02-26,0.1718046068419339,0.14467421575556164
2023-02-27,0.18586598166197804,0.10733963687935022
2023-02-28,0.14143934649623205,0.17511950622700917
2023-03-01,0.19096624863568218,0.2777620801776398
2023-03-02,0.2313758874622237,0.33977294879308917
2023-03-03,0.1587839426816617,0.906650621948129
2023-03-04,0.8238873402502767,0.25166369176866676
2023-03-05,0.2329741990550696,0.11594681700169228
2023-03-06,0.14748910994917136,0.10438682824037689
2023-03-07,0.13564237277517843,0.19544807851726437
2023-03-08,0.15303619318849523,0.5328348311326983
2023-03-09,0.2604346012349872,0.9983227524646976
2023-03-10,0.9831841062353525,0.5400171134524254
2023-03-11,0.2863403845478856,0.6596434848530645
2023-03-12,0.2548649567102355,0.9999884198708398
2023-03-13,0.9974909585256565,0.9999999774268307
2023-03-14,0.9999803017583395,0.6628337553319738
2023-03-15,0.4114537894438266,0.5205310193953561
2023-03-16,0.2287264135204115,0.7579903946465567
2023-03-17,0.3233299814016573,0.999999984607931
2023-03-18,0.9999827420384483,0.712757599853382
2023-03-19,0.359250640414888,0.8543234902825015
2023-03-20,0.6292424739185046,0.39599701317345504
2023-03-21,0.24223840922821932,0.40504111897406103
2023-03-22,0.20191940457828397,0.7367280290373706
2023-03-23,0.4463165973601972,0.8752524288530517
2023-03-24,0.6724321947781018,0.6787696911958926
2023-03-25,0.5237480990305451,0.2877557424219731
2023-03-26,0.1885491343376798,0.3353000560061626
2023-03-27,0.2236651518714837,0.5193775297076724
2023-03-28,0.444118791138746,0.3812097297213047
2023-03-29,0.18295011287141422,0.7414378515538372
2023-03-30,0.674061707575641,0.28159471468656744
2023-03-31,0.24499425421406346,0.17056290597338944
2023-04-01,0.21155029192440267,0.09320181524574657
2023-04-02,0.15017427395245297,0.08887862914043912
2023-04-03,0.15324272598607702,0.11179782161161782
2023-04-04,0.18925949326567365,0.10506607282138333
2023-04-05,0.18625485983993031,0.07496802063986022
2023-04-06,0.14587788486739503,0.07324296403862712
2023-04-07,0.1458346033549766,0.08119085836750736
2023-04-08,0.1448481112483602,0.12315289514405184
2023-04-09,0.14107188869962334,0.3289195652336794
2023-04-10,0.18055518715856758,0.9103597715389128
2023-04-11,0.8434094398178829,0.4260263408343923
2023-04-12,0.3601278066036897,0.15012807380908033
2023-04-13,0.16965555370829558,0.09729102914555258
2023-04-14,0.15869808428647017,0.07994106338698134
2023-04-15,0.14405405949954822,0.09849054013778252
2023-04-16,0.14716452718488746,0.18755297915617064
2023-04-17,0.14127562939217822,0.6199814241946282
2023-04-18,0.3831872493973823,0.8603148994954889
2023-04-19,0.5192911492163005,0.9921269362767242
2023-04-20,0.9459908906758099,0.7072055395034519
2023-04-21,0.39061514161585553,0.7417315063018348
2023-04-22,0.580439471928297,0.3858867248851252
2023-04-23,0.312275864879604,0.17496300280465565
2023-04-24,0.17657108048346132,0.1615572758823905
2023-04-25,0.14600704031413292,0.3720244491175839
2023-04-26,0.3717436074603326,0.2900116025956703
2023-04-27,0.17213329133544425,0.6159007789199705
2023-04-28,0.5971750902793174,0.20687042833193728
2023-04-29,0.20422230166434951,0.13747428183636856
2023-04-30,0.15018868626233728,0.2303226662884863
2023-05-01,0.1416760712050028,0.7568266947524053
2023-05-02,0.6903373510689851,0.41799376659951226
2023-05-03,0.3498491476860445,0.19499192034803658
2023-05-04,0.19566386050002646,0.1502487813559167
2023-05-05,0.15343540778529718,0.27769643482546935
2023-05-06,0.2886813925751838,0.27451294012415334
2023-05-07,0.28241953741547815,0.23408155096776354
2023-05-08,0.21723267581206746,0.30258269923408154
2023-05-09,0.3589446833515205,0.12431704199164414
2023-05-10,0.16748444317244762,0.10327271287739971
2023-05-11,0.14408484538810684,0.17971142531755746
2023-05-12,0.2714681846583154,0.09892880673363899
2023-05-13,0.1680511063290377,0.07405017762293645
2023-05-14,0.14388581608939185,0.07457894871205213
2023-05-15,0.14647219728316985,0.08398266889690904
2023-05-16,0.15999389293266716,0.0853070567860551
2023-05-17,0.1496965959313114,0.1205135471806003
2023-05-18,0.17930359830002174,0.1636435577058942
2023-05-19,0.25372363619411537,0.0922652139032741
2023-05-20,0.1548230766193318,0.09175981047214873
2023-05-21,0.15782457663516916,0.10985740072352969
2023-05-22,0.18534180683091359,0.10738117838338303
2023-05-23,0.13234782094333983,0.20599582627535343
2023-05-24,0.16181432460051676,0.45006634949215696
2023-05-25,0.44239380457548017,0.1788153930717853
2023-05-26,0.1764379672937663,0.15572032380706394
2023-05-27,0.14689140672372009,0.27087512854383566
2023-05-28,0.1329505603928754,0.8653617926307029
